"UNCode","CountryName","Code","ISO3Code","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050"
44,"Bahamas",107,"BHS","BAH","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","High income: nonOECD","","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,1327,1216,1203,1248,1323,1413,1485,1556,1632,1714,1813,1923,2041,2144,2209,2218,2180,2083,1963,1872,1852,1980,2173,2387,2563,2659,2631,2523,2387,2302,2320,2500,2779,3088,3330,3439,3361,3157,2895,2684,2596,2686,2897,3159,3365,3444,3366,3171,2920,2697,2563,2512,2548,2641,2754,2860,2948,3029,3097,3145,3165,3153,3112,3050,2987,2935,2912,2899,2896,2899,2906,2920,2935,2949,2954,2950,2933,2903,2866,2828,2793,2767,2747,2730,2714,2699,2687,2677,2669,2666,2668,2680,2698,2718,2735,2749,2761,2768,2772,2771,2769,4655,4833,4883,4975,5148,5408,5661,5950,6258,6602,7010,7448,7932,8431,8886,9239,9580,9804,9926,9984,9960,9410,9355,9619,9933,10105,10391,10500,10474,10468,10554,10230,10379,10840,11307,11582,12230,12389,12194,11948,11869,11435,11432,11735,12039,12134,12591,12593,12265,11895,11709,11167,10944,10996,11131,11133,10978,10883,10759,10636,10633,11309,11635,11775,11876,12006,11999,12020,12064,12089,12068,11945,11897,11886,11876,11835,11821,11770,11688,11596,11505,11397,11300,11214,11132,11047,10961,10889,10831,10787,10755,10731,10736,10760,10797,10835,10903,10960,11003,11042,11072
48,"Bahrain",51,"BHR","BRN","Western Asia","Western Asia","Developing regions","","","","Middle East and North Africa","Middle East and North Africa","","Developing countries","","Middle East","Eastern Mediterranean","High income: nonOECD","","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC High income: nonOECD","OIC High income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Western Asia","",1,2268,2132,2074,2091,2178,2335,2521,2737,2953,3140,3273,3332,3332,3298,3271,3279,3378,3520,3686,3850,3995,3961,3918,3902,3964,4142,4349,4666,5035,5380,5642,5985,6237,6428,6607,6810,6948,7113,7259,7340,7325,7202,7007,6785,6588,6452,6346,6324,6370,6460,6588,6521,6496,6557,6766,7156,7443,7874,8369,8822,9157,9882,10484,10891,11040,10915,10457,9721,8885,8189,7810,7874,8264,8823,9317,9582,9561,9324,8963,8612,8377,8294,8317,8404,8499,8556,8573,8563,8529,8485,8443,8420,8393,8363,8331,8296,8268,8239,8206,8171,8129,8026,8057,8034,8076,8272,8629,8824,9191,9650,10107,10548,11627,12206,12423,12506,12645,12696,12851,13112,13441,13869,14296,14596,14897,15387,16174,16402,17124,18162,19172,19837,20667,21364,21919,22476,23204,24100,24917,25681,26269,26514,26757,26490,25768,24977,24785,26114,27004,27910,29072,30458,29629,29776,30750,32294,33933,32581,32996,34238,35480,36247,38305,40367,42403,44129,45003,44565,43750,42433,40894,39419,36698,35403,35127,35125,34865,35745,35839,35353,34807,34555,34208,34031,34039,34072,34039,34091,34107,34074,34020,33956,33910,33844,33763,33663,33543,33414,33292,33167,33029,32870
50,"Bangladesh",68,"BGD","BAN","Southern Asia","Southern Asia excluding India","Developing regions","","Least developed countries","","South Asia","South Asia","Asia","Developing countries","Least developed countries","","South-East Asia","Lower middle income","South Asia","Middle income","Low and middle income","Asia","","Less developed regions","Least developed countries","Excluding China","OIC","Asia/other","OIC Low income","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","USAID","Asia","Southern Asia","",1,704581,690761,687092,695782,717993,753762,799199,852278,908673,963129,1010483,1042383,1066223,1086435,1109667,1140580,1180672,1228783,1277129,1315471,1337399,1346295,1340232,1330362,1331054,1351688,1384024,1435760,1497888,1557895,1606594,1632760,1649184,1658693,1666259,1675813,1685043,1696379,1707982,1717310,1722601,1722833,1719628,1715365,1713236,1715316,1720420,1729219,1739381,1747628,1751376,1752394,1749735,1741704,1726507,1703521,1676968,1643142,1607871,1578901,1561521,1554960,1559864,1571368,1582291,1587230,1582508,1572131,1557377,1540608,1523727,1507357,1490599,1473662,1456778,1440125,1424847,1410076,1395484,1380535,1364852,1349027,1332516,1315841,1299718,1284650,1271858,1260085,1248930,1237802,1226267,1215111,1203526,1191726,1180025,1168627,1158705,1149074,1139465,1129541,1119094,2464741,2537598,2561351,2578771,2616586,2687033,2758177,2864092,2993144,3132565,3277709,3490458,3650043,3774915,3897292,4044160,4197041,4356504,4518295,4656387,4747758,4863749,4910874,4908765,4908842,4965407,5057444,5171271,5313228,5469246,5629107,5848301,6003699,6113253,6206374,6308600,6411454,6491011,6554702,6603686,6643015,6696819,6720962,6725646,6726484,6736902,6752019,6767281,6783255,6796920,6808188,6860035,6882070,6878452,6852973,6810814,6800689,6743433,6656981,6567495,6495293,6389257,6324276,6290152,6266785,6241547,6255663,6243397,6211097,6172685,6139109,6115568,6077231,6029709,5976155,5919771,5857168,5795750,5734454,5671160,5604605,5542782,5477300,5409019,5340611,5274480,5216104,5158285,5101404,5045411,4991119,4950882,4905474,4856898,4807957,4761169,4723535,4683490,4641881,4599229,4556756
51,"Armenia",137,"ARM","ARM","Caucasus and Central Asia","Caucasus and Central Asia","Developing regions","","","","CEE/CIS","CEE/CIS","","Developing countries","","","Europe","Lower middle income","Europe and Central Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Western Asia","",1,23607,22635,23073,24306,25933,27691,29418,30973,32314,33452,34413,35215,35750,35886,35458,34396,32457,29911,27290,25325,24530,25380,27387,30018,32497,34263,35149,35327,35123,35034,35415,36524,37988,39573,40955,41872,42452,42615,42167,40905,38776,36681,33813,30588,27520,24965,22498,20576,19277,18676,18806,19481,20867,22640,24365,25709,26518,26912,26870,26429,25653,24983,23969,22811,21762,20977,20075,19464,19040,18666,18245,17786,17304,16813,16342,15902,15495,15108,14756,14448,14192,13993,13841,13743,13699,13711,13786,13907,14047,14168,14245,14268,14243,14167,14046,13885,13683,13440,13173,12899,12636,49434,63621,71872,78558,85261,93109,101039,108882,116335,123082,128972,133745,137988,141399,143460,143705,142879,139590,134571,129404,125196,117346,114593,115604,117823,119353,124726,127923,129452,130951,133603,136463,140011,144094,148036,151538,157052,160935,162875,162333,158752,155051,148805,140699,131980,123746,112897,103733,96230,90398,86291,81859,80315,81047,83023,85450,91117,94955,97228,98273,98027,96106,93680,90716,87678,85587,84683,83593,82758,82093,81083,78354,76002,73770,71486,69104,66786,64604,62525,60610,58923,57766,56627,55585,54741,54199,54181,54213,54313,54476,54721,55416,55807,55972,55993,55933,55799,55441,54904,54236,53464
52,"Barbados",108,"BRB","BAR","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","High income: nonOECD","","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,2957,2883,2893,2945,3014,3084,3191,3276,3344,3404,3460,3466,3468,3444,3377,3253,3045,2786,2523,2314,2203,2208,2314,2464,2585,2619,2534,2367,2158,1982,1886,1904,2002,2138,2263,2332,2320,2258,2164,2071,2003,1969,1960,1963,1965,1952,1922,1878,1830,1791,1769,1770,1787,1809,1824,1826,1802,1764,1717,1676,1649,1644,1653,1668,1682,1689,1688,1681,1667,1652,1639,1631,1625,1619,1612,1605,1600,1596,1590,1584,1578,1575,1572,1568,1563,1558,1556,1553,1549,1545,1541,1539,1536,1533,1529,1525,1522,1517,1512,1508,1502,10043,10864,11386,11841,12185,12312,12181,12200,12259,12324,12437,12776,12978,13087,13115,13070,12981,12635,12132,11601,11090,10107,9514,9151,8842,8596,9424,9636,9496,9321,9257,8647,8407,8408,8427,8375,8619,8669,8579,8471,8410,8279,8190,8137,8081,8014,7992,7938,7868,7803,7742,7543,7456,7441,7439,7415,7456,7446,7403,7360,7323,7176,7116,7113,7120,7099,7060,7037,7020,7002,6978,6916,6882,6867,6855,6830,6766,6735,6720,6709,6688,6632,6605,6595,6588,6573,6525,6504,6498,6495,6484,6440,6424,6418,6417,6406,6363,6344,6337,6331,6318
56,"Belgium",170,"BEL","BEL","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Western Europe","",1,83807,71877,64260,60281,59431,61177,65174,70166,75387,80052,83447,84896,84596,82963,80692,78354,76029,73568,71181,69114,67535,66744,66527,66616,66607,66209,65207,63834,62326,61036,60216,60037,60314,60841,61315,61519,61260,60723,60091,59638,59550,59914,60651,61444,61847,61574,60528,58832,56955,55532,55016,55418,56676,58513,60508,62326,63884,65279,66402,67149,67458,67202,66480,65551,64791,64475,64808,65595,66553,67313,67608,67594,67130,66392,65639,65059,64761,64623,64597,64606,64591,64606,64604,64624,64711,64890,65260,65708,66187,66640,67028,67432,67750,67991,68170,68290,68439,68516,68530,68495,68429,269604,293929,297606,297128,297346,298318,283755,282846,289283,296975,301992,312595,318523,320254,320303,320155,318938,315354,310287,304289,297825,287991,280957,275784,271122,266237,264517,261028,256453,252146,248997,245740,243816,243021,242653,242418,244020,244476,244268,244285,245070,244426,245406,247418,249040,249062,248770,246706,243391,240198,237984,232452,230574,231402,233438,235772,240986,245557,249564,253322,257117,263055,266234,267587,268402,269741,269090,270255,272614,274731,275186,274686,273777,272174,270249,268363,266321,264765,263636,262691,261744,261305,260903,260574,260444,260590,261180,262100,263257,264500,265757,267690,269353,270803,272106,273277,274506,275523,276325,276885,277160
64,"Bhutan",69,"BTN","BTN","Southern Asia","Southern Asia excluding India","Developing regions","","Least developed countries","","South Asia","South Asia","Asia","Developing countries","Least developed countries","","South-East Asia","Lower middle income","South Asia","Middle income","Low and middle income","Asia","","Less developed regions","Least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Southern Asia","",1,3663,3317,3111,3036,3084,3244,3515,3832,4161,4460,4691,4789,4815,4802,4804,4863,4961,5117,5317,5556,5815,6012,6232,6469,6719,6975,7245,7519,7779,7993,8149,8261,8303,8329,8415,8603,8928,9358,9766,9975,9875,9663,9167,8553,8022,7716,7419,7347,7429,7563,7675,7570,7448,7323,7225,7176,7267,7402,7530,7581,7512,7305,6978,6608,6305,6147,6211,6417,6687,6911,7009,6943,6758,6504,6251,6058,5946,5889,5868,5853,5820,5771,5708,5638,5567,5498,5438,5381,5324,5272,5222,5182,5145,5110,5077,5044,5016,4987,4959,4929,4898,12573,12965,12819,12589,12497,12600,12497,12785,13296,13867,14419,15480,16130,16498,16817,17283,17714,18154,18670,19273,20002,20762,21519,22290,23105,23999,25138,26171,27114,27960,28720,29812,30507,30960,31437,32158,32877,33907,35026,35746,35670,36168,35666,34466,33241,32602,31384,30641,30383,30409,30518,30275,30017,29697,29380,29131,29058,29076,29156,29171,29035,29314,29084,28495,27851,27358,26448,26109,26178,26316,26297,26750,26769,26457,26063,25753,25237,24851,24579,24317,23999,23687,23389,23087,22792,22511,22274,22030,21784,21545,21321,21130,20946,20773,20606,20447,20324,20199,20073,19947,19821
68,"Bolivia",109,"BOL","BOL","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Lower middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,53055,58655,62871,65910,67897,68923,68490,67793,67079,66654,66847,67699,69360,71544,73829,75881,77223,78420,79559,80782,82197,83533,85063,86787,88706,90801,92886,95168,97495,99678,101574,102897,103994,104919,105771,106636,107377,108171,109059,110093,111297,112446,113777,115234,116743,118232,119452,120676,121803,122719,123347,123465,123338,123071,122824,122717,122722,122911,123186,123402,123462,123132,122663,122250,122157,122561,123566,125046,126705,128133,129033,129200,128862,128213,127553,127109,126990,127074,127272,127448,127497,127415,127228,126954,126637,126309,126022,125714,125390,125049,124689,124368,124031,123677,123304,122912,122577,122221,121837,121410,120932,195103,196736,203255,210218,216488,222579,234786,240575,242703,244092,247119,249888,252971,256795,260941,265491,273451,279060,283203,287301,292700,300802,307144,312660,318301,325098,334266,342308,349726,356889,364349,374684,382136,387619,392294,397303,403553,408049,411548,414844,418803,424046,428450,432467,436587,441430,448700,454289,458756,462672,466712,472863,476300,477920,478826,480022,481271,481975,482409,482578,482648,483899,483706,482672,481858,482170,483074,485000,487754,490665,493443,499495,502655,503783,504253,505126,505523,505884,506304,506498,506340,506595,506310,505571,504608,503629,503248,502363,501141,499757,498397,497680,496563,495172,493644,492136,491246,490009,488524,486884,485178
70,"Bosnia & Herzegovina",147,"BIH","BHG","Developed regions","Developed regions","Developed regions","","","","CEE/CIS","CEE/CIS","","","","","Europe","Upper middle income","Europe and Central Asia","Middle income","Low and middle income","Europe","","More developed regions","More developed regions","","","","","","","","","","Fragile","Fragile","Fragile","","Europe","Southern Europe","",1,52678,46961,43816,42154,41393,41183,41409,41761,42303,43168,44463,46190,48091,49772,50716,50586,49078,46502,43488,40934,39493,39578,40803,42503,43730,43824,42311,39701,36743,34509,33754,34846,37301,40336,42857,44071,43644,41998,39307,35993,32525,29933,27131,24583,22788,22022,21857,22802,24198,25116,24896,22856,19675,16113,13302,12050,12790,15052,18049,20667,22119,22081,20928,19098,17270,15957,15331,15170,15314,15492,15510,15338,15043,14680,14327,14043,13849,13711,13596,13463,13283,13048,12770,12483,12240,12075,12009,12017,12073,12138,12185,12212,12217,12200,12162,12105,12025,11923,11802,11670,11534,142322,163262,171104,174491,175904,176896,173966,173396,174249,175645,176806,176831,178924,181931,184490,185596,190199,189738,185756,181073,177774,170992,168093,167997,168021,166344,167950,165383,159966,154771,151973,146035,145074,147750,151150,153446,161107,163994,162688,158336,151195,140201,129223,118475,108723,101239,93742,89830,88664,88352,87396,90715,88584,82913,77127,73534,65221,62836,64722,67416,68721,74665,76617,75555,73813,72941,70247,68615,67916,67235,65976,64460,63057,61612,60243,58984,57796,56747,55816,54924,54040,53539,52786,51894,51037,50333,49549,49033,48730,48520,48331,48385,48388,48342,48283,48233,48281,48184,47987,47723,47415
72,"Botswana",15,"BWA","BTW","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Upper middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Southern Africa","",1,6806,8312,9412,10158,10589,10742,10669,10509,10323,10192,10199,10392,10772,11283,11836,12362,12744,13117,13492,13894,14340,14741,15183,15680,16260,16935,17638,18423,19236,20006,20680,21272,21769,22165,22456,22647,22700,22664,22572,22472,22400,22366,22362,22382,22413,22442,22574,22715,22834,22893,22864,22797,22658,22521,22490,22634,22880,23280,23819,24471,25196,26015,26902,27719,28275,28454,28176,27531,26696,25934,25438,25338,25501,25813,26099,26229,26164,25958,25672,25398,25204,25124,25115,25154,25207,25247,25286,25313,25330,25333,25320,25304,25271,25220,25153,25076,25006,24924,24830,24722,24599,24513,25373,27393,29419,31132,32647,35725,37394,38262,38923,39809,40020,40680,41748,42971,44190,45547,46842,48113,49492,51101,52926,54635,56364,58277,60538,62939,65509,68204,70908,73554,76731,79410,81679,83657,85456,87194,88382,89154,89671,90060,89961,89931,89925,89849,89632,89633,89669,89685,89605,89398,89830,89804,89553,89441,89756,89828,90426,91498,92944,94707,96845,99295,101860,104184,106027,108811,109917,109805,109241,108747,106695,105700,105456,105302,104769,104597,104112,103347,102578,101991,101496,101103,100834,100631,100473,100583,100649,100683,100711,100755,100952,101037,101037,100975,100864,100722,100541,100315,100026,99656
76,"Brazil",110,"BRA","BRZ","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,1053530,1061020,1091618,1131636,1172580,1209516,1239317,1264869,1289917,1319749,1359214,1409538,1467868,1525140,1569221,1591904,1582776,1554734,1518406,1489242,1478974,1493504,1526051,1571863,1623128,1673247,1718684,1762464,1803254,1839864,1871248,1896477,1916716,1928670,1928774,1915331,1887543,1848284,1803374,1760955,1727419,1706323,1693439,1690866,1700184,1721363,1756102,1801384,1848468,1885553,1903995,1899101,1877259,1839639,1789395,1730414,1661690,1584326,1510450,1455934,1431248,1446117,1490882,1549414,1598641,1621992,1610939,1574583,1523360,1473319,1436469,1418058,1411853,1413284,1415138,1412075,1403711,1391337,1376344,1360985,1346939,1335431,1324759,1314643,1304564,1294140,1284172,1273985,1263713,1253555,1243672,1234998,1226535,1218270,1210178,1202235,1195382,1188598,1181822,1174974,1167987,3479216,3698657,3859137,4006205,4146737,4287682,4452394,4591493,4713684,4836258,4975414,5111255,5266514,5431878,5583795,5708143,5891326,5973080,5983219,5973509,5984152,5945272,5955349,6008362,6083017,6168314,6318251,6456524,6585792,6717270,6862199,7069714,7227780,7347639,7435180,7496913,7559698,7559595,7513380,7442068,7359835,7206609,7092350,7010629,6953602,6915341,6881943,6902724,6958208,7023308,7083369,7244477,7313893,7312833,7268777,7202301,7109803,6962668,6784446,6607698,6454287,6197630,6080984,6061049,6066461,6049127,6163109,6174644,6111688,6034226,5984465,5906409,5851738,5819273,5787584,5743305,5703441,5659552,5609831,5559042,5509556,5461266,5413816,5367405,5321018,5274300,5233810,5191778,5148760,5105844,5063992,5027645,4990892,4954184,4917886,4882481,4852664,4822495,4792236,4762077,4732268
84,"Belize",111,"BLZ","BZE","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Central America",1,1308,1580,1766,1891,1973,2025,2028,2023,2016,2004,1990,1963,1944,1938,1946,1972,2025,2099,2181,2262,2333,2416,2490,2551,2590,2608,2586,2543,2503,2497,2546,2649,2804,2980,3136,3242,3266,3248,3201,3153,3126,3141,3176,3233,3317,3420,3494,3590,3688,3763,3803,3829,3819,3787,3750,3718,3697,3680,3675,3687,3723,3798,3891,3997,4098,4183,4245,4289,4318,4335,4348,4359,4363,4361,4356,4350,4348,4346,4340,4332,4320,4308,4293,4276,4259,4242,4233,4223,4216,4210,4205,4204,4204,4204,4204,4203,4202,4202,4198,4193,4184,4149,4504,5023,5523,5935,6242,6624,6819,6885,6910,7000,7299,7457,7554,7658,7797,7867,8015,8218,8424,8591,8818,9032,9223,9385,9513,9677,9728,9710,9719,9841,9898,10125,10487,10879,11219,11731,12031,12165,12221,12265,12258,12238,12231,12295,12552,13093,13603,14121,14617,15011,15247,15433,15550,15612,15635,15496,15449,15472,15526,15544,15354,15357,15478,15641,15800,16110,16357,16552,16732,16916,17121,17278,17401,17493,17554,17544,17552,17565,17564,17530,17460,17400,17341,17280,17210,17131,17069,17014,16967,16920,16887,16865,16850,16839,16826,16831,16834,16834,16830,16820
90,"Solomon Islands",88,"SLB","SOL","Oceania","Oceania","Developing regions","","Least developed countries","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","Least developed countries","","Western Pacific","Lower middle income","East Asia and Pacific","Middle income","Low and middle income","Oceania","","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","","","","Fragile","Fragile","Fragile","","Oceania","Melanesia","",1,1368,1485,1590,1685,1772,1849,1913,1971,2027,2081,2137,2207,2283,2365,2453,2549,2640,2735,2850,3004,3205,3474,3786,4105,4379,4580,4679,4710,4702,4690,4705,4766,4852,4961,5084,5214,5360,5516,5673,5827,5970,6079,6181,6275,6367,6459,6542,6626,6719,6830,6962,7142,7338,7544,7747,7933,8116,8283,8427,8534,8600,8605,8576,8524,8468,8422,8398,8388,8396,8423,8470,8542,8634,8735,8834,8923,8991,9045,9094,9140,9192,9251,9313,9377,9437,9490,9538,9580,9615,9640,9658,9670,9672,9671,9666,9661,9664,9666,9668,9670,9669,5732,5662,5755,5925,6152,6429,6810,7127,7402,7665,7938,8190,8457,8746,9041,9324,9562,9827,10120,10490,11009,11805,12658,13563,14461,15296,16254,16962,17469,17879,18286,18528,18828,19181,19536,19838,20039,20329,20671,21049,21474,22139,22668,23116,23555,24043,24619,25108,25550,25986,26454,26985,27548,28132,28717,29295,30100,30769,31324,31806,32274,32927,33316,33519,33627,33718,33688,33662,33651,33650,33659,33658,33741,33883,34062,34266,34665,34964,35196,35420,35682,36021,36315,36581,36829,37069,37349,37581,37773,37933,38069,38231,38334,38391,38421,38439,38465,38474,38465,38446,38423
96,"Brunei",92,"BRN","BRI","South-eastern Asia","South-eastern Asia","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","High income: nonOECD","","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC High income: nonOECD","OIC High income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","South-Eastern Asia","",1,756,1072,1318,1500,1624,1695,1707,1696,1675,1657,1660,1706,1780,1873,1964,2042,2079,2105,2131,2167,2226,2316,2423,2545,2667,2783,2876,2961,3033,3083,3103,3122,3115,3101,3107,3152,3244,3370,3516,3657,3773,3858,3920,3951,3952,3920,3869,3786,3688,3597,3524,3452,3403,3368,3329,3278,3198,3104,3024,2991,3032,3181,3400,3634,3808,3872,3790,3599,3351,3123,2973,2927,2955,3029,3102,3142,3138,3104,3051,2993,2943,2904,2872,2846,2824,2809,2803,2804,2809,2813,2814,2817,2815,2811,2802,2791,2778,2761,2742,2722,2702,2736,2874,3310,3799,4261,4704,5417,5868,6162,6399,6642,6713,6870,7097,7337,7556,7782,7981,8161,8354,8572,8705,8929,9224,9559,9915,10338,10736,11095,11403,11650,11998,12212,12350,12480,12649,12562,12715,13034,13402,13744,14162,14537,14858,15101,15211,15211,15083,14844,14563,14338,14168,13988,13822,13661,13492,13414,13218,12956,12740,12647,12466,12588,12911,13241,13460,14109,14279,14112,13857,13675,13139,12866,12793,12752,12626,12570,12469,12319,12165,12036,11933,11817,11702,11594,11496,11402,11337,11294,11263,11234,11241,11240,11231,11218,11199,11197,11175,11140,11093,11038
