"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","NMR median","Under-five deaths median","Infant deaths median","Neonatal deaths median"
"Micronesia","2018","35833","7383","100","100","41.6819685830568","32.5662124027142","18.1303609995338","317","246","138"
"Polynesia","2018","44829","8904","100","100","15.8070300630886","12.9187938516974","6.45957654804732","144","116","58"
"World","2018","692015599","136956736","100","100","39.961844281971","29.603250812133","18.5437637305259","5569459","4115162","2595088"
"Africa","2019","202203436","42167814","100","100","72.3537345796584","47.4987952971174","26.6835110140851","3113777","2059357","1171645"
"Northern Africa","2019","30141313","5879751","100","100","31.5548209494042","26.8006327996437","17.454006147103","188357","160211","104578"
"Southern Africa","2019","6622306","1363209","100","100","37.0122988075541","28.6500164197962","13.6874076214554","51411","39739","19126"
"Eastern Africa","2019","68102488","14457028","100","100","56.7562753329658","41.9320223117868","25.6517052084131","827232","618088","384541"
"Western Africa","2019","64802135","13409912","100","100","100.403817597256","60.7763385419776","34.0284648178224","1408768","850032","480217"
"Middle Africa","2019","32535194","7057914","100","100","89.5630397726819","53.7559585940093","24.6978506869218","638009","391287","183183"
"Asia","2019","371969739","71237102","100","100","28.4466175041048","24.0418367932847","16.7894652447046","2074315","1741065","1216557"
"Eastern Asia","2019","93826005","16221359","100","100","7.88634151050072","5.89388939572433","3.70911368219257","136528","97603","60170"
"Central Asia","2019","8650452","1814939","100","100","19.5128162795802","16.7535203533527","10.0730970853094","35356","30470","18580"
"Southern Asia","2019","184544807","36800066","100","100","40.0758373735288","34.2184757742428","24.8741112562528","1514655","1290101","939582"
"South-Eastern Asia","2019","56027568","10663479","100","100","23.5775061399049","19.5536233567995","12.070146903018","258864","212270","130540"
"Western Asia","2019","28920907","5737259","100","100","22.2973773602242","19.1590464708484","11.6266889750908","128912","110621","67685"
"Americas","2019","71891127","13949117","100","100","13.8727434258485","11.9257215530772","7.93795345504633","197111","168776","111659"
"Northern America","2019","21574775","4133557","100","100","6.3760332182462","5.43228567981043","3.71734164885917","26684","22618","15413"
"Latin America and the Caribbean","2019","50316352","9815560","100","100","17.0021983603996","14.6403105484106","9.70238550400506","170427","146158","96246"
"Central America","2019","15714522","3096314","100","100","16.1328488412822","14.3247634683668","9.46147292394825","50700","44909","29622"
"South America","2019","31399134","6082514","100","100","15.0935210369219","13.0816206792911","8.75091730256039","94152","81195","53706"
"Caribbean","2019","3202696","636732","100","100","39.1291475673905","30.8073829292532","19.8029794405609","25575","20054","12918"
"Europe","2019","38462376","7129167","100","100","4.77547236395048","4.01960312450094","2.75411754041342","35088","29155","19638"
"Northern Europe","2019","5968731","1115144","100","100","3.88563863917657","3.35908590273627","2.40617796131654","4405","3781","2678"
"Southern Europe","2019","6403967","1181475","100","100","3.87662341150607","3.28835093817197","2.38689497267557","4693","3932","2818"
"Eastern Europe","2019","16158170","2884923","100","100","6.03975846894433","5.09920649527119","3.25918308910985","18207","15065","9387"
"Western Europe","2019","9931508","1947625","100","100","3.95591642925619","3.24914596028869","2.4309846694718","7783","6377","4755"
"Oceania","2019","3373748","672387","100","100","21.5778454367478","17.1383600692144","10.6442383464862","14638","11624","7260"
"Australia and New Zealand","2019","1863350","363203","100","100","4.01514223240729","3.40923705708582","2.45502288409808","1473","1251","895"
"Melanesia","2019","1430462","293024","100","100","42.5091289844448","33.4546974437595","20.4783378277732","12697","10013","6173"
"Micronesia","2019","35519","7340","100","100","41.1667048780464","32.1122755661993","17.8557157065183","311","242","135"
"Polynesia","2019","44417","8820","100","100","17.3697706626098","13.2597571902388","6.35400505181815","157","118","57"
"World","2019","687902215","135155938","100","100","39.5659725292165","29.1979876480807","18.2799021818477","5434929","4009977","2526759"
"Africa","2020","204318529","42600237","100","100","70.6075119807635","46.7132410318179","26.4396731026938","3067103","2043765","1171721"
"Northern Africa","2020","29912543","5864050","100","100","30.9795267421988","26.3217098639885","17.2764936154925","183701","156409","103296"
"Southern Africa","2020","6638868","1378332","100","100","36.3630342231799","27.9953163516821","13.6679967308087","50668","39072","19209"
"Eastern Africa","2020","69417194","14723687","100","100","55.560895161971","41.2038526141187","25.311346685159","824437","618814","385901"
"Western Africa","2020","64963544","13419126","100","100","99.2137067011722","60.3175997804662","33.8616588386907","1391781","842984","478015"
"Middle Africa","2020","33386380","7215042","100","100","84.6824476368374","52.0202227265666","24.4802529878861","616516","386486","185300"
"Asia","2020","364124642","67974496","100","100","28.0019150536722","23.850042824488","16.6553151746315","1956447","1647754","1146594"
"Eastern Asia","2020","87994436","13692457","100","100","7.40067034467495","5.49111995103422","3.44307787750617","116597","80938","46338"
"Central Asia","2020","8823287","1873324","100","100","18.8571068677529","16.1987042168336","9.75126809778242","35262","30456","18562"
"Southern Asia","2020","183515954","36256536","100","100","38.4889507035316","33.0003018540297","23.9477866043563","1434388","1225871","890295"
"South-Eastern Asia","2020","55165559","10482982","100","100","22.8757018673018","19.0034716590193","11.753232014021","246665","202824","124847"
"Western Asia","2020","28625406","5669197","100","100","21.6269256171581","18.8850775391641","11.5827139849306","123535","107665","66552"
"Americas","2020","70784451","13544050","100","100","13.6563075279752","11.7630290678555","7.84304159223292","189321","162006","106928"
"Northern America","2020","21249830","4007212","100","100","6.35466074819124","5.40926569933905","3.62684373420544","26040","22014","14537"
"Latin America and the Caribbean","2020","49534621","9536838","100","100","16.6972903404604","14.4078477309818","9.5980768580407","163281","139992","92391"
"Central America","2020","15538658","3056514","100","100","15.688875311389","13.9714179692551","9.29158952049695","48799","43317","28681"
"South America","2020","30823318","5853642","100","100","14.8628147184814","12.8968746106937","8.66860122882009","89713","77200","51128"
"Caribbean","2020","3172645","626682","100","100","38.4411649461969","30.3779984891284","19.6049216803226","24769","19475","12582"
"Europe","2020","37546321","6944893","100","100","4.66015750522397","3.92818133824731","2.67034309261548","33246","27626","18560"
"Northern Europe","2020","5852993","1080562","100","100","3.87515506043323","3.35651629374714","2.40547242479951","4282","3677","2595"
"Southern Europe","2020","6245691","1148431","100","100","3.78365048373419","3.20925281235669","2.32528916114358","4447","3725","2669"
"Eastern Europe","2020","15554474","2789677","100","100","5.82580165959168","4.92403869628674","3.08280832777809","16838","13933","8601"
"Western Europe","2020","9893163","1926223","100","100","3.9358604467683","3.23709344405488","2.4277947216686","7679","6291","4695"
"Oceania","2020","3357989","663498","100","100","21.3312382166805","17.0146768684806","10.6453010558726","14278","11368","7153"
"Australia and New Zealand","2020","1840012","352926","100","100","3.99382090908695","3.39528275853127","2.44922980116131","1435","1215","865"
"Melanesia","2020","1438499","294544","100","100","41.3596256938863","32.6304515619952","20.1382640546997","12405","9806","6101"
"Micronesia","2020","35391","7294","100","100","40.4937067022501","31.559567874305","17.5369008561218","303","236","132"
"Polynesia","2020","44087","8734","100","100","15.0918478511807","12.3741975840327","6.15727099038427","135","111","55"
"World","2020","680133763","131727522","100","100","39.1558236140869","29.1044302997769","18.2375603409827","5260395","3892519","2450956"
"Africa","2021","206547502","43089160","100","100","71.7687413280412","47.4895291161349","26.2751901234643","3147657","2096850","1177857"
"Northern Africa","2021","29551150","5777203","100","100","30.4018129987053","25.8906656257314","17.0519641164408","178666","152218","100249"
"Southern Africa","2021","6734853","1385454","100","100","36.0905962299388","27.5973992575553","13.7062870872909","50499","38734","19372"
"Eastern Africa","2021","70802996","14970710","100","100","59.5343568988008","43.4986152470271","25.0468908769218","898519","664066","387885"
"Western Africa","2021","65199663","13572560","100","100","98.0959338762871","59.9301756763291","33.6742401481536","1382151","843439","481953"
"Middle Africa","2021","34258840","7383233","100","100","85.6829247535863","52.4903083762261","24.3436477238104","637822","398393","188398"
"Asia","2021","355304300","66075643","100","100","27.4018343989888","23.4013415846909","16.3278747092659","1853190","1566766","1096334"
"Eastern Asia","2021","81493843","12086645","100","100","6.9594431973945","5.13788830158364","3.21842986093224","96757","64868","38587"
"Central Asia","2021","9021022","1927461","100","100","18.2566774141124","15.7172130320518","9.47585442969628","35143","30418","18565"
"Southern Asia","2021","182377558","36175114","100","100","36.9431276086645","31.7928723801788","23.0316449092886","1365803","1172417","854871"
"South-Eastern Asia","2021","54021458","10249338","100","100","22.1961521457016","18.4726516931487","11.4380098831679","234438","193226","118987"
"Western Asia","2021","28390419","5637085","100","100","21.3200039417131","18.6721859982805","11.431826916673","121049","105837","65324"
"Americas","2021","69713549","13427279","100","100","13.3829747203572","11.5292429464562","7.61137365983165","182745","156456","103156"
"Northern America","2021","20899915","4026832","100","100","6.35285451269052","5.40336503256318","3.51572917875742","25725","21747","14237"
"Latin America and the Caribbean","2021","48813634","9400447","100","100","16.3711601201264","14.1412309423958","9.35769873691825","157020","134709","88919"
"Central America","2021","15400795","3031232","100","100","15.2652773742064","13.6278627759942","9.01006344945974","46968","41781","27586"
"South America","2021","30272422","5752263","100","100","14.6215472238013","12.6948950630609","8.45007799987973","86087","74050","49088"
"Caribbean","2021","3140417","616952","100","100","37.7732553981538","29.922440787931","19.3843589653969","23965","18878","12245"
"Europe","2021","36552432","6882493","100","100","4.56506725425865","3.845348345261","2.59106874829138","32029","26691","17881"
"Northern Europe","2021","5785339","1091090","100","100","3.89062284434438","3.37689297912988","2.42457410930861","4255","3666","2650"
