"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Oceania","1999","1371884","278934","100","100","33.3845511019831","26.4067979273268","9207","7351"
"Australia and New Zealand","1999","808163","158204","100","100","7.24291551175749","5.94235035724205","1136","929"
"Melanesia","1999","520438","111765","100","100","67.9743915906312","53.3101675450137","7708","6129"
"Micronesia","1999","20110","4277","100","100","53.7270602773015","43.7521288031679","247","200"
"Polynesia","1999","23174","4690","100","100","22.9935760795998","18.4888580171838","116","93"
"World","1999","321795187","66060666","100","100","81.4509395122771","58.1972415697002","5499725","3956528"
"Africa","2000","68898165","15159520","100","100","146.319923478377","90.0527307250946","2282813","1433907"
"Northern Africa","2000","11215761","2310059","100","100","63.2404649327991","50.3557874144541","148467","118820"
"Southern Africa","2000","3049938","600418","100","100","79.0842918879276","51.8674725019565","50090","32256"
"Eastern Africa","2000","23896244","5295729","100","100","145.561953719456","94.6648631191976","798252","528659"
"Western Africa","2000","21591987","4897683","100","100","175.999276695055","99.6291816295163","892100","518425"
"Middle Africa","2000","9144237","2055632","100","100","184.313694474835","108.077257070651","393904","235747"
"Asia","2000","193936981","39591141","100","100","67.9151819037967","53.4550378200528","2775365","2186770"
"Eastern Asia","2000","51623476","10196561","100","100","37.1476100789191","29.9970590196104","388084","311633"
"Central Asia","2000","3031549","592358","100","100","66.4944192795128","57.8149610113532","41355","35578"
"Southern Asia","2000","98385884","20579816","100","100","89.9170599708761","69.7518165994924","1923538","1496019"
"South-Eastern Asia","2000","28910263","5760563","100","100","51.5805994515309","41.4581959902272","306927","245486"
"Western Asia","2000","11985809","2461845","100","100","45.6921257586976","38.754126855047","115461","98054"
"Americas","2000","39245965","7901726","100","100","28.5997737880224","23.8938477816064","230668","192574"
"Northern America","2000","10673119","2167425","100","100","9.07098725166022","7.63480055677424","19654","16579"
"Latin America and the Caribbean","2000","28572846","5734301","100","100","35.8448339089964","29.9538026964018","211014","175995"
"Central America","2000","8404111","1708934","100","100","34.1185398865019","29.0839909470058","60217","51298"
"South America","2000","18424032","3669913","100","100","34.4595128018079","29.0069964069534","129603","108793"
"Caribbean","2000","1744704","355454","100","100","58.1943338165124","43.7349977852252","21194","15904"
"Europe","2000","18927708","3711025","100","100","11.6270328362663","9.7018837299924","43834","36378"
"Northern Europe","2000","2871924","558247","100","100","7.07899886974606","5.92455360202765","3986","3315"
"Southern Europe","2000","3697323","744181","100","100","9.02758783812052","7.49357249861287","6932","5733"
"Eastern Europe","2000","7151280","1376804","100","100","18.9626562879811","15.995512413391","26622","22301"
"Western Europe","2000","5207182","1031794","100","100","6.08570246686702","4.86607625320043","6294","5029"
"Oceania","2000","1382072","282119","100","100","33.2320253173426","26.3197387091477","9275","7416"
"Australia and New Zealand","2000","804080","158338","100","100","7.08098256678735","5.81666855362339","1112","912"
"Melanesia","2000","534632","114744","100","100","67.1232146117202","52.7249834085319","7812","6219"
"Micronesia","2000","20196","4317","100","100","52.4799066077389","42.7476432298562","240","196"
"Polynesia","2000","23165","4721","100","100","22.2506185405879","17.9108227195828","111","89"
"World","2000","322391879","66645724","100","100","78.5907840514282","56.1371354591227","5341955","3857045"
"Africa","2001","70396714","15499069","100","100","142.45255818559","87.8653957712631","2267626","1428903"
"Northern Africa","2001","11288881","2337567","100","100","60.8037932423255","48.5809458294725","143891","115702"
"Southern Africa","2001","2983515","589835","100","100","81.9163393521174","52.434438420587","50991","32015"
"Eastern Africa","2001","24496489","5407665","100","100","142.359780266465","92.7801762664228","797775","528259"
"Western Africa","2001","22242103","5047267","100","100","169.730800978401","96.655868631149","883578","517289"
"Middle Africa","2001","9385726","2116736","100","100","178.667602841931","104.989672326396","391391","235638"
"Asia","2001","193839164","39738715","100","100","65.2264438090588","51.6230793577856","2662503","2106624"
"Eastern Asia","2001","50887618","10123483","100","100","34.70468813997","27.9582491935389","358974","287841"
"Central Asia","2001","2966937","587991","100","100","62.8127245469389","54.7320828676576","38368","33147"
"Southern Asia","2001","99196173","20768011","100","100","86.2950860480397","67.2897028919306","1861521","1456129"
"South-Eastern Asia","2001","28754017","5787566","100","100","49.4883967852925","39.8980431488434","293858","236186"
"Western Asia","2001","12034420","2471665","100","100","43.5543966920906","37.0181867232209","109782","93321"
"Americas","2001","39203429","7872562","100","100","27.2183408344491","22.8001301737659","218183","182438"
"Northern America","2001","10725993","2178515","100","100","8.96271136117566","7.55488078752789","19525","16504"
"Latin America and the Caribbean","2001","28477436","5694048","100","100","34.0504646012828","28.510611959166","198658","165934"
"Central America","2001","8417487","1716985","100","100","32.6218477315131","27.863494927311","57422","49018"
"South America","2001","18318008","3622564","100","100","32.4850273333637","27.419890571124","120684","101453"
"Caribbean","2001","1741942","354499","100","100","56.7705286259795","42.6976223700209","20552","15463"
"Europe","2001","18750196","3694344","100","100","11.1833621278344","9.33517996246102","41772","34720"
"Northern Europe","2001","2831678","548975","100","100","6.9031035729652","5.78274784776385","3831","3191"
"Southern Europe","2001","3700137","747783","100","100","8.51593809158446","7.09546412555715","6467","5352"
"Eastern Europe","2001","6998067","1370140","100","100","18.1007015487545","15.258413741256","25372","21328"
"Western Europe","2001","5220315","1027447","100","100","5.92685809085725","4.71476902160179","6102","4849"
"Oceania","2001","1392450","284540","100","100","33.2639382972078","26.4068482266997","9330","7462"
"Australia and New Zealand","2001","801261","157863","100","100","6.93738749372219","5.70800275250794","1082","888"
"Melanesia","2001","547798","117644","100","100","66.2468904565848","52.0834729656168","7909","6299"
"Micronesia","2001","20262","4256","100","100","51.3105241394255","41.837206155874","233","190"
"Polynesia","2001","23130","4777","100","100","21.5989903480924","17.3890294858946","106","85"
"World","2001","323582929","67089428","100","100","76.2239103223218","54.6254810849519","5199414","3760147"
"Africa","2002","71999226","15830034","100","100","135.631490947015","84.0947311067528","2201712","1394768"
"Northern Africa","2002","11378689","2363771","100","100","58.4721291722814","46.8738101889197","139743","112783"
"Southern Africa","2002","2933277","586807","100","100","84.0094810825731","52.7939478669148","51862","32099"
"Eastern Africa","2002","25116241","5528498","100","100","131.46297020966","86.6401666244142","750950","502976"
"Western Africa","2002","22921573","5177448","100","100","163.352924508932","93.5605860874916","871855","512963"
"Middle Africa","2002","9649447","2173511","100","100","172.435825017608","101.605302424987","387302","233947"
"Asia","2002","193830540","39473279","100","100","62.4721445203738","49.5656239007441","2534517","2010235"
"Eastern Asia","2002","50130842","9789353","100","100","32.2167034508014","25.8817029494396","323163","257412"
"Central Asia","2002","2932134","592692","100","100","59.0502617166478","51.4810980648321","36110","31373"
"Southern Asia","2002","100017477","20799482","100","100","82.8250662688217","64.962596127457","1788872","1405039"
"South-Eastern Asia","2002","28654039","5807580","100","100","47.5810479198989","38.4452034954176","282080","227653"
"Western Asia","2002","12096049","2484173","100","100","41.5607862332501","35.4062108658779","104292","88758"
"Americas","2002","39143901","7806564","100","100","25.9225376983365","21.7601438653065","206233","172662"
"Northern America","2002","10798741","2169250","100","100","8.87130833340033","7.49282775928079","19283","16304"
"Latin America and the Caribbean","2002","28345160","5637314","100","100","32.3615854933933","27.1568032646067","186950","156358"
"Central America","2002","8435207","1710865","100","100","31.1944765752252","26.7069304212141","54675","46768"
"South America","2002","18172540","3575490","100","100","30.6548663754003","25.9400161026009","112401","94630"
"Caribbean","2002","1737414","350960","100","100","55.1698362561589","41.5565035060636","19874","14960"
"Europe","2002","18675548","3699276","100","100","10.7622179000123","8.9773145498569","40029","33351"
"Northern Europe","2002","2801685","548289","100","100","6.7217349905011","5.63961241202697","3710","3096"
"Southern Europe","2002","3725120","752512","100","100","8.04495687860884","6.71114242588471","6094","5063"
"Eastern Europe","2002","6949668","1389941","100","100","17.2129068142489","14.4889539112166","24386","20585"
"Western Europe","2002","5199077","1008535","100","100","5.7624498251132","4.56331496254475","5839","4607"
"Oceania","2002","1402792","286367","100","100","33.1277949496933","26.2292888667649","9403","7511"
"Australia and New Zealand","2002","799502","157009","100","100","6.79665798074647","5.59775974898345","1057","869"
"Melanesia","2002","560109","120515","100","100","65.4025349743805","51.4242234930402","8009","6374"
"Micronesia","2002","20190","4112","100","100","52.2017230959665","41.780840417411","235","186"
"Polynesia","2002","22991","4732","100","100","21.0010325865121","16.9242936942978","102","82"
"World","2002","325052995","67095719","100","100","73.167217611082","52.532980269416","4991894","3618527"
"Africa","2003","73709432","16165655","100","100","130.085517341234","80.9660319020379","2156979","1371620"
"Northern Africa","2003","11488960","2389903","100","100","56.1169635003129","45.1492154024097","136028","110259"
"Southern Africa","2003","2905596","592697","100","100","85.8701698191221","53.3828359616698","53170","32867"
"Eastern Africa","2003","25755925","5645309","100","100","124.564087362923","82.5769692768423","725514","488759"
"Western Africa","2003","23617026","5306056","100","100","157.103567617626","90.4917696128025","859827","508170"
"Middle Africa","2003","9941926","2231691","100","100","165.888699505443","98.0581367848847","382440","231565"
"Asia","2003","193908532","39284982","100","100","59.4395117684504","47.4487596959713","2399541","1912469"
