"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"South America","2013","17013771","3436615","100","100","18.6630840862502","16.2053650502504","63660","55187"
"Caribbean","2013","1692126","337778","100","100","45.992918966512","35.9675816931062","16214","12700"
"Europe","2013","20576930","4094540","100","100","6.73108241383358","5.71819092408179","27756","23599"
"Northern Europe","2013","3250118","634763","100","100","4.645893148847","3.92646160847652","2943","2491"
"Southern Europe","2013","3756310","710904","100","100","4.59911452259476","3.90446100511841","3404","2866"
"Eastern Europe","2013","8619176","1756652","100","100","9.6427649933225","8.23481054630195","16935","14508"
"Western Europe","2013","4951326","992221","100","100","4.46916292826904","3.72854278325965","4474","3734"
"Oceania","2013","1605603","320235","100","100","25.4587505813091","20.3139238261835","8536","6832"
"Australia and New Zealand","2013","947880","186833","100","100","4.84114548450132","4.03737437018651","921","770"
"Melanesia","2013","617733","125505","100","100","53.0794692323184","42.0747839376222","7338","5835"
"Micronesia","2013","18519","3745","100","100","50.0906861329923","40.2434059434685","198","160"
"Polynesia","2013","21471","4152","100","100","18.3996311363531","15.6292517472291","79","67"
"Africa","2014","92137467","19562171","100","100","85.6687120281157","58.9888531994462","1721473","1199688"
"Northern Africa","2014","13910570","3033647","100","100","36.270249549573","28.5780660086031","107678","85580"
"Southern Africa","2014","3287549","623680","100","100","46.1118793930665","37.9102857752268","32970","27114"
"Eastern Africa","2014","31821078","6682914","100","100","72.0095976856153","50.4667302123363","487407","344935"
"Western Africa","2014","29890575","6390411","100","100","115.586995357943","75.43709301691","765789","506148"
"Middle Africa","2014","13227695","2831519","100","100","106.868322649196","75.9222521087083","327629","235911"
"Asia","2014","191233069","38600996","100","100","34.9106320173322","28.840692947138","1368758","1128284"
"Eastern Asia","2014","49402806","10016098","100","100","11.9157523442832","10.2012622905341","123318","105517"
"Central Asia","2014","3854474","813572","100","100","31.2765010044471","27.5501112689044","26246","23255"
"Southern Asia","2014","94396713","18705552","100","100","49.8300826720214","40.9937980365772","956496","784332"
"South-Eastern Asia","2014","29475626","6149410","100","100","31.8547037657327","26.00739498879","192004","156490"
"Western Asia","2014","14103450","2916364","100","100","25.0373174154811","20.7255687517285","70694","58690"
"Americas","2014","38221504","7639325","100","100","16.508903698543","14.089226580046","126218","107588"
"Northern America","2014","11074422","2119642","100","100","7.34051660643043","6.2665245769918","16259","13833"
"Latin America and the Caribbean","2014","27147082","5519683","100","100","20.2167501394248","17.2509471308602","109959","93755"
"Central America","2014","8389282","1693933","100","100","19.3615825888814","16.6164169914114","32706","28060"
"South America","2014","17073706","3490027","100","100","18.0581190256665","15.686824613966","61414","53274"
"Caribbean","2014","1684094","335723","100","100","44.9689511473161","35.2724542384158","15839","12421"
"Europe","2014","20547598","4041516","100","100","6.51036790834969","5.52951475268266","26773","22732"
"Northern Europe","2014","3219166","612248","100","100","4.53238183315208","3.8306420992811","2862","2416"
"Southern Europe","2014","3669742","685453","100","100","4.50467857678505","3.8279337676063","3250","2735"
"Eastern Europe","2014","8692083","1746113","100","100","9.2217024759178","7.87120135067962","16240","13886"
"Western Europe","2014","4966607","997702","100","100","4.40404268498285","3.67804424304356","4421","3695"
"Oceania","2014","1605822","316272","100","100","24.8978305920694","19.9196642299649","8399","6739"
"Australia and New Zealand","2014","947144","183419","100","100","4.69000681799037","3.91156805385599","897","750"
"Melanesia","2014","619376","125221","100","100","51.8546266418051","41.2304826699645","7230","5767"
"Micronesia","2014","18295","3641","100","100","48.9195828925882","39.3699976884199","195","157"
"Polynesia","2014","21007","3991","100","100","18.0623686959737","15.3629951542063","77","65"
"Africa","2015","93910847","19865306","100","100","83.0961325410697","57.5326327985655","1694684","1186398"
"Northern Africa","2015","14197786","3062578","100","100","35.1876418251534","27.8087957281699","105787","84185"
"Southern Africa","2015","3241471","598560","100","100","44.2462479836384","36.3823155318928","31607","25978"
"Eastern Africa","2015","32406491","6795564","100","100","68.9876669021992","48.765758665781","473139","337553"
"Western Africa","2015","30535845","6514477","100","100","113.084730444733","74.1164659873045","761854","505249"
"Middle Africa","2015","13529254","2894127","100","100","103.021891416039","73.6889902374194","322297","233433"
"Asia","2015","191501206","38577093","100","100","33.3975131052256","27.6746654579853","1303585","1078077"
"Eastern Asia","2015","49600002","10016734","100","100","11.0788994039257","9.45357013627591","113955","97097"
"Central Asia","2015","3908831","807885","100","100","29.625138175906","26.1464125520177","25153","22299"
"Southern Asia","2015","94099170","18651328","100","100","47.599555201702","39.3256503305256","909867","749957"
"South-Eastern Asia","2015","29666068","6185200","100","100","30.8787343843958","25.2538224642386","185350","151254"
"Western Asia","2015","14227135","2915946","100","100","24.4633725736884","20.2578286426507","69260","57470"
"Americas","2015","38197511","7665367","100","100","16.1051443289215","13.7594701481964","122739","104731"
"Northern America","2015","11066028","2126569","100","100","7.24727736749231","6.19160141080641","15956","13592"
"Latin America and the Caribbean","2015","27131483","5538798","100","100","19.6813332678971","16.8144417471298","106783","91139"
"Central America","2015","8378644","1690958","100","100","18.6487447603408","16.0168714464769","31438","26987"
"South America","2015","17075908","3513800","100","100","17.6662709503177","15.363228269285","59908","52027"
"Caribbean","2015","1676931","334040","100","100","43.9364936125852","34.5589171888418","15437","12125"
"Europe","2015","20514231","3997866","100","100","6.26820902834757","5.32250774872679","25662","21770"
"Northern Europe","2015","3207583","600073","100","100","4.4449910943215","3.75922550434415","2789","2356"
"Southern Europe","2015","3598963","668247","100","100","4.40835371309745","3.74872827992808","3101","2611"
"Eastern Europe","2015","8725734","1727139","100","100","8.74878765473974","7.4633964569272","15393","13137"
"Western Europe","2015","4981951","1002407","100","100","4.34918100270199","3.63597525369764","4379","3666"
"Oceania","2015","1613444","315704","100","100","24.4113017732482","19.567627152095","8278","6655"
"Australia and New Zealand","2015","952483","182818","100","100","4.57791056907109","3.82097773490598","879","735"
"Melanesia","2015","622153","125438","100","100","50.7561693280411","40.4405055351833","7137","5704"
"Micronesia","2015","18165","3570","100","100","47.6957297108676","38.4836830224217","189","153"
"Polynesia","2015","20643","3878","100","100","17.6750332955956","15.0423370659336","73","63"
"Africa","2016","95791797","20077396","100","100","80.7266114024386","56.1893502066077","1668860","1173619"
"Northern Africa","2016","14523695","3012273","100","100","34.1949494886044","27.0967120675678","103557","82495"
"Southern Africa","2016","3165039","596275","100","100","42.8646305512677","35.4093858218584","30553","25211"
"Eastern Africa","2016","33013402","6906360","100","100","66.1409922596378","47.1805449550405","459564","330763"
"Western Africa","2016","31232814","6609541","100","100","110.77922800205","72.8196043293511","758343","504056"
"Middle Africa","2016","13856847","2952947","100","100","99.3373896079992","71.6113625466082","316843","231094"
"Asia","2016","191733235","38410979","100","100","31.9820353542797","26.5960164298231","1242362","1031327"
"Eastern Asia","2016","49692423","9892308","100","100","10.2685579201772","8.75597945629259","104661","89033"
"Central Asia","2016","3945644","790273","100","100","28.1462925183982","24.8721693685996","24047","21312"
"Southern Asia","2016","93752993","18704018","100","100","45.4628346859695","37.738350140621","866912","718567"
"South-Eastern Asia","2016","30002491","6128210","100","100","29.9373295119292","24.5346733666756","178766","146119"
"Western Asia","2016","14339684","2896170","100","100","23.9885309371413","19.8452543815936","67976","56296"
"Americas","2016","38251954","7686522","100","100","16.0293893681758","13.7220866434504","121826","104156"
"Northern America","2016","11010020","2169896","100","100","7.16027464007429","6.12381015509453","15707","13406"
"Latin America and the Caribbean","2016","27241934","5516626","100","100","19.6166276480072","16.796717261117","106119","90750"
"Central America","2016","8387126","1684596","100","100","17.9355510018764","15.4165299895793","30151","25897"
"South America","2016","17184617","3498879","100","100","18.033701783694","15.7134419648939","60971","53049"
"Caribbean","2016","1670191","333151","100","100","42.877803851229","33.8338539094599","14997","11804"
"Europe","2016","20360138","3969864","100","100","6.02729624497145","5.11523533672409","24532","20785"
"Northern Europe","2016","3156268","601911","100","100","4.36309178563832","3.69048267989106","2721","2295"
"Southern Europe","2016","3502191","660487","100","100","4.29396067894361","3.65348399228487","2946","2483"
"Eastern Europe","2016","8696489","1700211","100","100","8.29070267052245","7.06600802548212","14519","12364"
"Western Europe","2016","5005190","1007255","100","100","4.30221540755504","3.60095971103841","4346","3643"
"Oceania","2016","1616156","320218","100","100","23.9311542712888","19.2191766329953","8162","6572"
"Australia and New Zealand","2016","953459","186469","100","100","4.49190063516414","3.7541259555467","866","724"
"Melanesia","2016","624609","126390","100","100","49.6400641044307","39.6275786391093","7040","5638"
"Micronesia","2016","17977","3538","100","100","46.3982299388458","37.5577842305795","185","149"
"Polynesia","2016","20111","3821","100","100","17.228027496225","14.6720268798855","71","61"
"Africa","2017","97260062","20240163","100","100","78.5158490558587","54.8854113557305","1643863","1160353"
"Northern Africa","2017","14553610","2908292","100","100","33.2844107042916","26.411844471486","101099","80533"
"Southern Africa","2017","3150790","609105","100","100","41.3136787816594","34.3069343799626","29345","24330"
"Eastern Africa","2017","33591815","7019584","100","100","63.7033657867583","45.6386803008002","448454","324135"
"Western Africa","2017","31803297","6690357","100","100","108.305466324247","71.4955973484992","752940","502342"
"Middle Africa","2017","14160550","3012825","100","100","96.0141087582642","69.6988767399618","312025","229013"
