"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Central and Southern Asia",2003,372440640,188850321,100,100,11.8207104153616,7.02479035329454,4.82984873688175,444091,266337,177754
"Central Asia",2003,13100570,6279277,100,100,4.32341159325622,2.23025133914503,2.09783896226606,5668,2804,2864
"Southern Asia",2003,359340070,182571044,100,100,12.0889263385131,7.18928251851151,4.93512381940318,438423,263533,174890
"Eastern and South-Eastern Asia",2003,339825060,156841138,100,100,4.99900027219558,2.95648534682341,2.04857149698505,167890,92860,75030
"Eastern Asia",2003,227085374,100411207,100,100,3.44524719515349,1.91254727472858,1.53563689859025,77373,38441,38932
"South-Eastern Asia",2003,112739686,56429931,100,100,7.99747119154626,4.81136985247201,3.20150496353837,90517,54419,36098
"Northern Africa and Western Asia",2003,87697135,44285509,100,100,6.78765184932406,4.00591431242017,2.79292575817215,59773,35504,24269
"Western Asia",2003,44961639,22930737,100,100,5.95171471005351,3.38012613826205,2.58031034623757,26909,15517,11392
"Northern Africa",2003,42735496,21354772,100,100,7.67531960939183,4.67744853124752,3.0119593630431,32864,19987,12877
"Sub-Saharan Africa",2003,191078773,102534250,100,100,27.0203755281776,17.4492234114789,9.74112722187276,534510,361159,173351
"Oceania",2003,5323326,2678665,100,100,4.83917265689604,2.81832432724622,2.02655983252645,2586,1513,1073
"Oceania (exc. Australia and New Zealand)",2003,2010245,1050629,100,100,10.6227470590942,6.26228142502958,4.38794417536804,2163,1321,842
"Australia and New Zealand",2003,3313081,1628036,100,100,1.26836960751309,0.589493747681939,0.679276288956421,423,192,231
"Europe, Northern America, Australia and New Zealand",2003,131710378,61246939,100,100,2.01643945071739,0.930991725532574,1.08645920971912,26784,11428,15355
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2003,114749931,57480560,100,100,8.04372049640212,4.83790854346603,3.22139677592025,92680,55740,36940
"World",2003,1235637295,610525139,100,100,10.321590326558,6.44531410125169,3.90142211628726,1278427,789745,488682
"Least developed countries",2004,196809596,104906651,100,100,22.4734169461961,14.4736451619595,8.1172580976298,455805,306019,149786
"Landlocked developing countries",2004,98346730,51754910,100,100,21.2613791944365,13.6533504354028,7.71334171651732,214374,142248,72126
"Small island developing States",2004,10997838,5522409,100,100,9.56825354145496,5.78503398707467,3.80523295636159,10580,6409,4171
"Europe and Northern America",2004,126115168,59061966,100,100,1.93911708735839,0.898852809272979,1.04120016377773,24637,10637,14000
"Northern America",2004,44360478,21215616,100,100,1.60217084679526,0.713370744618645,0.889434598798596,7171,3036,4135
"Europe",2004,81754690,37846350,99.99,99.99,2.1228882628016,1.00281962135306,1.12119299578409,17467,7601,9865
"Latin America and the Caribbean",2004,110854080,55622794,100,100,3.89473014704633,1.89885510819505,1.99967212648332,43217,21129,22088
"Central and Southern Asia",2004,374695421,190079103,100,100,11.4536630826947,6.77033306502694,4.71525385676418,432751,258264,174487
"Central Asia",2004,12894155,6110076,100,100,4.16179568260222,2.13843733201496,2.02769444809308,5373,2617,2756
"Southern Asia",2004,361801266,183969027,100,100,11.7080829176324,6.92380154324954,4.81763774201583,427378,255647,171731
"Eastern and South-Eastern Asia",2004,330582484,153850593,100,100,5.75223964555971,3.41740689394407,2.34283918640261,188203,105314,82889
"Eastern Asia",2004,218055164,97792844,100,100,3.27142637015265,1.80234067060467,1.47173827329434,70697,35277,35420
"South-Eastern Asia",2004,112527320,56057749,100,100,10.3979996480071,6.22865166785484,4.19548016467757,117506,70037,47469
"Northern Africa and Western Asia",2004,87995148,44364760,100,100,6.83355690077003,4.05130513436004,2.79356936833507,60388,35987,24401
"Western Asia",2004,45278837,22984376,100,100,5.75325655552494,3.23999070267315,2.52143527971547,26177,14913,11264
"Northern Africa",2004,42716311,21380384,100,100,7.98544930351186,4.92275069927928,3.07785009292983,34211,21074,13137
"Sub-Saharan Africa",2004,195919971,105216578,100,100,26.1917669139097,16.8182000413198,9.53391007948257,530933,357126,173807
"Oceania",2004,5368784,2693604,100,100,4.79316184965017,2.79716235386495,2.0015982911728,2588,1513,1075
"Oceania (exc. Australia and New Zealand)",2004,2051113,1072080,100,100,10.4650340066964,6.16517651653579,4.32653131944936,2180,1329,851
"Australia and New Zealand",2004,3317671,1621524,100,100,1.22091035814686,0.564124806602295,0.657156269698112,408,184,224
"Europe, Northern America, Australia and New Zealand",2004,129432839,60683490,100,100,1.92071827199658,0.889909688373888,1.03172672723306,25045,10821,14224
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2004,114578433,57129829,100,100,10.3990331231916,6.22746055078629,4.1977136686805,119686,71366,48320
"World",2004,1231531056,610889398,100,100,10.3799312470305,6.44350008633798,3.96196005062075,1282721,789972,492749
"Least developed countries",2005,201224467,107175678,100,100,20.7776489589194,13.3128974484444,7.56546983453148,430339,287463,142876
"Landlocked developing countries",2005,100090628,52570575,100,100,20.3517263426081,12.999460166924,7.44910046039846,208622,137564,71058
"Small island developing States",2005,11016593,5540184,100,100,8.62452158983462,5.14270812507376,3.49981197624721,9549,5713,3836
"Europe and Northern America",2005,123939563,58748507,100,100,1.84556667170277,0.856706300321924,0.989708260683176,23030,10089,12941
"Northern America",2005,44165883,21270520,100,100,1.55398596026846,0.693207669273676,0.86137540303026,6922,2958,3964
"Europe",2005,79773680,37477987,99.99,99.99,2.00766057854462,0.949492721511518,1.0591735345949,16108,7131,8977
"Latin America and the Caribbean",2005,110742199,55479911,100,100,3.79879868449795,1.83636502838145,1.96604403061858,42107,20381,21726
"Central and Southern Asia",2005,377015147,191506127,100,100,11.3971176254954,6.6613891896337,4.76748651902135,433331,256028,177303
"Central Asia",2005,12663662,5941186,100,100,4.03822800783682,2.06731302355921,1.97499792320572,5119,2460,2659
"Southern Asia",2005,364351485,185564941,100,100,11.6472895077708,6.80812755192504,4.87233342326684,428212,253568,174644
"Eastern and South-Eastern Asia",2005,320649851,151559757,100,100,4.61593033490371,2.67006251078804,1.95107732253014,147074,81034,66040
"Eastern Asia",2005,208450231,95903371,100,100,3.11283402994256,1.70318081936687,1.41205820101956,64504,32697,31807
"South-Eastern Asia",2005,112199620,55656386,100,100,7.34393991168769,4.33393515871125,3.02310670139821,82570,48337,34233
"Northern Africa and Western Asia",2005,88316354,44531052,100,100,6.67039559461513,3.93667460523491,2.74452529240222,59150,35096,24054
"Western Asia",2005,45573578,23052639,100,100,5.57026278491712,3.11128155629825,2.46665568896971,25493,14361,11132
"Northern Africa",2005,42742776,21478413,100,100,7.84588328230851,4.82180467308882,3.03873077547315,33657,20735,12922
"Sub-Saharan Africa",2005,201063262,108041817,100,100,24.4072981457795,15.5988407666487,8.9480363736983,507192,339927,167265
"Oceania",2005,5409651,2711606,100,100,4.75408551490897,2.77494053764611,1.98465226929806,2581,1510,1071
"Oceania (exc. Australia and New Zealand)",2005,2093188,1094289,100,100,10.3078181919914,6.06313771704416,4.27057355051489,2188,1333,855
"Australia and New Zealand",2005,3316463,1617317,100,100,1.18196805304538,0.543963030294414,0.638352262782269,393,177,216
"Europe, Northern America, Australia and New Zealand",2005,127256026,60365824,100,100,1.82828062313556,0.848328290695329,0.980784359559506,23423,10266,13157
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2005,114292808,56750675,100,100,7.39878454187948,4.36730668571199,3.04477532379564,84758,49670,35088
"World",2005,1227136027,612578777,100,100,9.84961846765708,6.0531251956824,3.81961387294679,1214469,744067,470402
"Least developed countries",2006,205935443,109590802,100,100,19.6749485059864,12.5170700869464,7.24860977563458,416411,276214,140197
"Landlocked developing countries",2006,101995013,53517365,100,100,19.2336799604831,12.2049087900424,7.11561662230078,200633,131414,69219
"Small island developing States",2006,11042516,5562593,100,100,8.44146209678387,5.00936016026366,3.44938112892497,9378,5591,3787
"Europe and Northern America",2006,122068094,58639384,100,100,1.75877552261661,0.817404054620729,0.942141578342043,21584,9604,11980
"Northern America",2006,43984447,21413732,100,100,1.50267477894028,0.671306305116092,0.831926951632095,6658,2885,3773
"Europe",2006,78083647,37225652,99.99,99.99,1.9035603950367,0.901440443827707,1.00302411771491,14926,6719,8207
"Latin America and the Caribbean",2006,110536398,55289965,100,100,3.69778327079973,1.76909865327139,1.93210269780904,40918,19566,21352
"Central and Southern Asia",2006,379702244,193279269,100,100,10.5513685201561,6.12612020045234,4.45252502319143,403951,237559,166392
"Central Asia",2006,12410528,5797586,100,100,3.93846199496006,2.01088289131531,1.93146304964646,4896,2335,2561
"Southern Asia",2006,367291716,187481683,100,100,10.7698081182513,6.25310745841437,4.54512179483171,399055,235224,163831
"Eastern and South-Eastern Asia",2006,312739570,149808131,100,100,4.43481140273916,2.53439693581407,1.90524310922308,138167,76026,62141
"Eastern Asia",2006,200879178,94463443,100,100,2.96894009905024,1.61318475969746,1.35794595707523,59414,30496,28918
"South-Eastern Asia",2006,111860392,55344688,100,100,7.02769113133861,4.10478027533754,2.9349582145892,78753,45530,33223
"Northern Africa and Western Asia",2006,88662743,44788417,100,100,6.02944909384762,3.48533172373229,2.55301547594481,53582,31205,22377
"Western Asia",2006,45830832,23147700,100,100,5.40159210493019,2.99386571344363,2.41495644679217,24772,13837,10935
"Northern Africa",2006,42831911,21640717,100,100,6.70069509136906,4.01075400422852,2.70077322416385,28810,17368,11442
"Sub-Saharan Africa",2006,206480981,110956121,100,100,23.4174848511216,14.8821505066868,8.66427742510689,499208,332905,166303
"Oceania",2006,5450239,2733849,100,100,4.70726218739126,2.74874648941239,1.96391399969107,2582,1510,1072
"Oceania (exc. Australia and New Zealand)",2006,2137136,1116989,100,100,10.1299550097123,5.95363484134947,4.20133337311313,2199,1338,861
"Australia and New Zealand",2006,3313103,1616860,100,100,1.14421505039497,0.528662961903805,0.615877680209787,383,172,211
"Europe, Northern America, Australia and New Zealand",2006,125381197,60256244,100,100,1.74254593097056,0.809657071286145,0.9336447917923,21967,9776,12191
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2006,113997528,56461677,100,100,7.0865676451487,4.14138965693965,2.95742584099812,80952,46868,34084
"World",2006,1225640269,615495136,100,100,9.40974931434524,5.73699685921601,3.69394460371882,1159996,708377,451619
"Least developed countries",2007,210626422,112027606,100,100,18.7923806032075,11.8771714556818,6.99832950698358,406232,267748,138484
"Landlocked developing countries",2007,103879888,54549707,100,100,18.3731113893068,11.5753002024823,6.87741938077529,194942,126922,68020
"Small island developing States",2007,11064639,5578361,100,100,8.27971784875103,4.8873163322202,3.40906268426521,9212,5467,3745
"Europe and Northern America",2007,120615106,58606397,100,100,1.67956201254948,0.781973152198252,0.898291300030624,20357,9188,11169
"Northern America",2007,43853085,21563543,100,100,1.44944254097057,0.648338099904845,0.801624164553462,6398,2806,3592
"Europe",2007,76762021,37042854,99.99,99.99,1.81147997547049,0.859761301010446,0.952537629451688,13959,6382,7577
"Latin America and the Caribbean",2007,110247047,55034610,100,100,3.64258857594602,1.73231628587903,1.91358722838717,40207,19069,21138
"Central and Southern Asia",2007,382355575,194968741,100,100,10.1395964645093,5.83162748346498,4.33323881561391,390654,227967,162687
"Central Asia",2007,12167466,5706611,100,100,3.85452336886505,1.96246080330296,1.8957829653231,4696,2242,2454
"Southern Asia",2007,370188109,189262130,100,100,10.3419362719525,5.94805745957312,4.42017023894158,385958,225725,160233
"Eastern and South-Eastern Asia",2007,307554183,148162635,100,100,4.25937812256094,2.40860126040774,1.85524540858258,130644,71443,59201
"Eastern Asia",2007,195906531,92987828,100,100,2.84104285040365,1.53268121113043,1.31037001878058,55510,28522,26988
"South-Eastern Asia",2007,111647652,55174807,100,100,6.71951114164959,3.88308053815464,2.84748762728299,75134,42921,32213
"Northern Africa and Western Asia",2007,88869438,45025408,100,100,5.67074328428185,3.23614724923437,2.44250032575783,50535,29132,21403
"Western Asia",2007,45902463,23195911,100,100,5.2324836346771,2.88019084121698,2.35908741542773,24041,13343,10698
"Northern Africa",2007,42966975,21829497,100,100,6.13719141801217,3.61424567002714,2.53209736994037,26494,15789,10705
"Sub-Saharan Africa",2007,212114553,114063061,100,100,22.5500814099202,14.2479457316501,8.42213378336012,493460,327528,165932
"Oceania",2007,5494244,2760326,100,100,4.69380167674782,2.73506153526674,1.96411210896127,2591,1516,1075
"Oceania (exc. Australia and New Zealand)",2007,2182527,1140636,100,100,10.034256600375,5.88286199050525,4.17596121336576,2221,1349,872
"Australia and New Zealand",2007,3311717,1619690,100,100,1.11169759856833,0.512312473574244,0.599692354867803,370,167,203
"Europe, Northern America, Australia and New Zealand",2007,123926823,60226087,100,100,1.6643927297294,0.77472174646432,0.890360765112081,20727,9355,11372
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2007,113830179,56315443,100,100,6.78392668769845,3.92362472496236,2.8715689215562,77355,44270,33085
"World",2007,1227250146,618621178,100,100,9.13756257320075,5.52799162281972,3.62963554526915,1128452,685845,442607
"Least developed countries",2008,215060966,114334331,100,100,19.5663490316461,12.3145168251624,7.34224844853785,431880,283373,148507
"Landlocked developing countries",2008,105534221,55540007,100,100,17.5804922850465,10.9937881703638,6.65992188511893,189607,122793,66814
"Small island developing States",2008,11084451,5590458,100,100,8.10041804186901,4.75927644008264,3.35711905943245,9029,5331,3698
"Europe and Northern America",2008,119814498,58752872,100,100,1.60813415483529,0.74949422326264,0.859283959936708,19340,8817,10523
"Northern America",2008,43838292,21731177,100,100,1.39699799903292,0.625403254567255,0.77207760431215,6158,2726,3432
"Europe",2008,75976206,37021695,99.99,99.99,1.73035690791234,0.822330372489467,0.908773847759634,13182,6091,7091
"Latin America and the Caribbean",2008,109875265,54682527,100,100,3.58670976798903,1.69617749964909,1.89374439497274,39465,18553,20912
"Central and Southern Asia",2008,384323095,196030584,100,100,9.69799362474533,5.52381166186837,4.19736743003615,375546,217156,158390
"Central Asia",2008,11961106,5666495,100,100,3.77887115885045,1.91909731022248,1.86334979821382,4525,2175,2350
"Southern Asia",2008,372361989,190364089,100,100,9.8848180888198,5.63091248430002,4.27799461782106,371021,214981,156040
"Eastern and South-Eastern Asia",2008,303262101,146915847,100,100,5.20772303597827,3.04506177632124,2.1692668111062,157497,89594,67903
